still_in_beta,bugs_solved_3_months,bugs_solved_6_months,bugs_solved_9_months,num_test_accounts_internal,time_needed_to_ship,num_test_accounts_external,min_installations_per_account,num_prod_installations,ready_for_enterprise,perf_dev_index,perf_qa_index,sev1_issues_outstanding,potential_prod_issue,ready_for_startups,ready_for_smb,sales_Q1,sales_Q2,sales_Q3,sales_Q4,saas_offering_available,customer_bought
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,No,0.97,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,500.0,1000.0,373.0,2.0,0.0,105.0,655.0,No,0.95,0.89,0.0,No,Yes,No,123.0,343.0,632.0,933.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.91,0.81,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,No,0.36,0.42,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,6.0,8.0,8.0,0.0,12.0,0.0,0.0,0.0,No,0.79,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,10.0,No,0.48,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.97,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,No,0.66,0.68,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1697.0,No,0.92,0.84,0.0,No,No,No,125.0,127.0,735.0,938.0,Yes,No
No,1788.0,3048.0,4068.0,624.0,8.0,0.0,809.0,539.0,No,0.93,0.99,0.0,No,No,No,484.0,1284.0,2584.0,4306.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,55.0,No,0.65,0.66,0.0,No,No,No,0.0,3.0,3.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,13.0,0.0,3.0,61.0,No,0.67,0.42,0.0,No,No,No,1.0,3.0,3.0,6.0,Yes,No
No,0.0,0.0,8.0,0.0,2.0,0.0,0.0,6.0,No,0.99,0.99,0.0,No,No,No,3.0,12.0,16.0,19.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,31.0,No,0.54,0.35,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,No,0.99,0.99,0.0,No,No,No,0.0,2.0,5.0,6.0,Yes,No
Yes,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,No,0.91,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,No,0.77,0.62,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,31.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,54.0,No,0.83,0.78,0.0,No,No,No,0.0,0.0,3.0,3.0,Yes,No
No,0.0,0.0,0.0,12.0,2.0,0.0,126.0,1485.0,No,0.99,0.99,0.0,No,No,No,132.0,357.0,794.0,1231.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,186.0,186.0,186.0,0.0,12.0,0.0,0.0,309.0,No,0.79,0.72,0.0,No,No,No,45.0,151.0,271.0,441.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,No,0.84,0.86,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,80.0,160.0,160.0,0.0,8.0,0.0,26.0,73.0,No,0.95,0.97,0.0,No,No,No,11.0,76.0,159.0,235.0,Yes,No
No,891.0,1701.0,2592.0,265.0,2.0,0.0,255.0,364.0,No,0.94,0.89,0.0,No,No,No,250.0,956.0,1836.0,2693.0,Yes,No
No,16.0,16.0,48.0,5.0,8.0,0.0,13.0,44.0,No,0.99,0.98,0.0,No,No,No,4.0,15.0,30.0,48.0,Yes,No
No,27.0,52.0,77.0,0.0,8.0,0.0,3.0,1250.0,No,0.77,0.86,0.0,No,No,No,7.0,32.0,60.0,98.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,14.0,No,0.99,1.0,0.0,No,No,No,0.0,3.0,4.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,2.0,15.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,1.0,1.0,133.0,2.0,0.0,39.0,120.0,No,0.99,1.0,0.0,No,No,No,28.0,64.0,138.0,235.0,Yes,No
Yes,10.0,10.0,10.0,0.0,2.0,0.0,4.0,6.0,No,0.91,0.83,0.0,No,No,No,5.0,6.0,6.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,30.0,110.0,No,0.8,0.77,0.0,No,No,No,0.0,10.0,20.0,45.0,Yes,No
No,0.0,0.0,5.0,0.0,8.0,0.0,0.0,17.0,No,0.53,0.48,0.0,No,No,No,1.0,4.0,13.0,26.0,Yes,No
Yes,972.0,972.0,972.0,2.0,2.0,1.0,0.0,-1.0,No,0.18,0.45,0.0,No,No,No,0.0,1.0,5.0,9.0,Yes,No
No,0.0,6.0,12.0,0.0,2.0,0.0,0.0,10.0,No,0.99,0.99,0.0,No,No,No,3.0,8.0,20.0,28.0,Yes,No
Yes,11.0,11.0,11.0,0.0,2.0,0.0,0.0,0.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,300.0,1050.0,1680.0,36.0,8.0,0.0,85.0,313.0,No,0.67,0.65,0.0,No,No,No,156.0,392.0,1207.0,1765.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,No,0.97,0.97,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,12.0,17.0,8.0,12.0,6.0,45.0,No,0.96,0.98,0.0,No,No,No,37.0,45.0,70.0,97.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,78.0,No,0.7,0.83,0.0,No,No,No,0.0,0.0,9.0,28.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,1.0,7.0,No,0.66,0.52,0.0,No,Yes,No,1.0,1.0,3.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,99.0,No,0.86,0.96,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,15.0,0.0,8.0,0.0,0.0,14.0,No,0.99,1.0,0.0,No,No,No,1.0,3.0,14.0,18.0,Yes,No
Yes,2.0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,No,0.85,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,20.0,No,0.58,0.58,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,No,0.81,0.82,0.0,No,No,No,0.0,2.0,8.0,13.0,Yes,No
No,0.0,0.0,31.0,0.0,8.0,0.0,8.0,134.0,No,0.7,0.73,0.0,No,No,No,1.0,23.0,43.0,90.0,Yes,No
No,168.0,360.0,552.0,26.0,2.0,0.0,67.0,149.0,No,0.75,0.72,0.0,No,No,No,59.0,200.0,391.0,543.0,Yes,No
No,0.0,0.0,0.0,60000.0,9.0,0.0,6.0,1338.0,No,0.83,0.94,0.0,No,No,No,446.0,1002.0,2229.0,3681.0,Yes,No
No,0.0,0.0,0.0,0.0,13.0,0.0,1.0,76.0,No,0.73,0.61,0.0,No,No,No,4.0,9.0,21.0,33.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,14.0,79.0,No,0.98,0.99,0.0,No,No,No,6.0,14.0,53.0,72.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,4.0,86.0,No,0.98,0.99,0.0,No,No,No,7.0,14.0,33.0,50.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,18.0,No,0.97,0.97,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,21.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1730.0,No,0.78,0.73,0.0,No,No,No,38.0,196.0,364.0,573.0,Yes,No
Yes,20.0,20.0,20.0,0.0,8.0,0.0,0.0,2.0,No,0.52,0.5,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,0.0,0.0,12.0,0.0,2.0,7.0,No,0.79,0.73,0.0,No,No,No,0.0,0.0,2.0,3.0,Yes,No
No,1.0,2.0,3.0,0.0,9.0,0.0,1.0,2.0,No,0.98,0.99,0.0,No,No,No,0.0,1.0,2.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,No,0.95,0.92,0.0,No,No,No,1.0,2.0,3.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1186.0,No,0.64,0.54,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,52.0,156.0,260.0,39.0,4.0,0.0,29.0,436.0,No,0.78,0.73,0.0,No,No,No,47.0,232.0,527.0,855.0,Yes,No
No,0.0,1.0,3.0,0.0,9.0,0.0,0.0,2.0,No,0.99,0.99,0.0,No,No,No,0.0,1.0,2.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,No,0.44,0.38,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,180.0,324.0,540.0,40.0,2.0,0.0,29.0,114.0,No,0.95,0.97,0.0,No,No,No,67.0,178.0,392.0,551.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,3.0,104.0,No,0.98,1.0,0.0,No,No,No,1.0,2.0,4.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,111.0,1489.0,No,1.0,-99.0,0.0,No,No,No,61.0,167.0,248.0,263.0,Yes,No
No,56.0,112.0,224.0,71.0,8.0,0.0,56.0,232.0,No,0.79,0.97,0.0,No,Yes,No,45.0,141.0,261.0,378.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7202.0,No,1.0,1.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,17.0,0.0,8.0,0.0,7.0,31.0,No,0.99,0.99,0.0,No,No,No,5.0,18.0,33.0,52.0,Yes,No
No,0.0,0.0,12.0,0.0,8.0,0.0,0.0,8.0,No,0.99,0.98,0.0,No,No,No,1.0,2.0,3.0,9.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,No,0.64,0.85,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,38.0,78.0,102.0,0.0,8.0,0.0,24.0,30.0,No,0.88,0.86,0.0,No,No,No,11.0,29.0,64.0,103.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.68,0.57,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,No,-99.0,-99.0,0.0,No,No,No,0.0,6.0,9.0,13.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.82,0.8,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,4.0,4.0,4.0,0.0,8.0,0.0,1.0,5.0,No,0.94,0.97,0.0,No,No,No,0.0,2.0,7.0,12.0,Yes,No
No,0.0,1.0,3.0,0.0,2.0,0.0,2.0,6.0,No,0.8,0.7,0.0,No,No,No,0.0,2.0,3.0,8.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,6.0,14.0,No,0.93,0.98,0.0,No,No,No,3.0,8.0,19.0,32.0,Yes,No
No,0.0,21.0,42.0,0.0,8.0,0.0,9.0,33.0,No,0.98,0.98,0.0,No,No,No,9.0,22.0,53.0,79.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,1.0,66.0,No,0.87,0.92,0.0,No,No,No,2.0,5.0,8.0,12.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4890.0,No,0.75,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,6.0,24.0,30.0,0.0,8.0,0.0,10.0,23.0,No,0.36,0.69,0.0,No,No,No,7.0,19.0,39.0,77.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,37.0,No,-99.0,-99.0,0.0,No,No,No,2.0,4.0,4.0,5.0,Yes,No
No,300.0,600.0,900.0,204.0,8.0,0.0,74.0,243.0,No,0.96,0.93,0.0,No,No,No,134.0,347.0,597.0,883.0,Yes,No
No,45.0,150.0,225.0,106.0,8.0,7.0,42.0,6.0,No,0.96,0.97,0.0,No,No,No,51.0,123.0,190.0,261.0,Yes,No
No,4.0,4.0,4.0,0.0,8.0,0.0,1.0,0.0,No,0.78,0.78,0.0,No,No,No,1.0,2.0,2.0,2.0,Yes,No
No,8881.0,10584.0,10584.0,0.0,8.0,268.0,1567.0,-4387.0,No,0.91,0.98,0.0,No,No,No,4883.0,6213.0,6805.0,8031.0,Yes,No
No,699.0,1609.0,2519.0,105.0,8.0,0.0,0.0,276.0,No,0.9,0.87,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.86,0.84,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,No,0.64,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,No,0.7,0.73,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,No,0.64,0.85,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,No,0.91,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,247.0,703.0,1143.0,46.0,8.0,0.0,169.0,486.0,No,0.85,0.96,0.0,No,Yes,No,167.0,516.0,1048.0,1633.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,No,0.98,0.99,0.0,No,No,No,2.0,2.0,2.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,No,0.83,0.94,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,3.0,0.0,8.0,0.0,0.0,10.0,No,0.9,0.88,0.0,No,No,No,0.0,1.0,7.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,15.0,15.0,15.0,0.0,8.0,0.0,0.0,51.0,No,0.53,0.51,0.0,No,No,No,2.0,10.0,33.0,56.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,50.0,125.0,200.0,0.0,8.0,0.0,23.0,83.0,No,0.97,0.97,0.0,No,No,No,11.0,83.0,169.0,248.0,Yes,No
Yes,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,No,0.8,0.77,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,7.0,55.0,No,0.97,1.0,0.0,No,No,No,0.0,0.0,2.0,6.0,Yes,No
No,0.0,0.0,144.0,0.0,8.0,0.0,41.0,680.0,No,0.6,0.61,0.0,No,No,No,57.0,177.0,386.0,746.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.96,0.98,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,16.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,No,0.36,0.42,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,3.0,5.0,0.0,9.0,0.0,2.0,2.0,No,0.66,0.7,0.0,No,No,No,0.0,1.0,3.0,4.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,11.0,No,0.66,-99.0,0.0,No,Yes,No,0.0,1.0,3.0,4.0,Yes,No
No,0.0,0.0,0.0,1.0,4.0,0.0,14.0,185.0,No,0.78,0.73,0.0,No,No,No,25.0,75.0,388.0,541.0,Yes,No
Yes,1.0,1.0,1.0,1.0,4.0,0.0,0.0,18.0,No,0.11,0.22,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,160.0,271.0,415.0,45.0,12.0,0.0,39.0,135.0,No,0.79,0.73,0.0,No,No,No,56.0,153.0,299.0,489.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,1.0,54.0,No,0.99,1.0,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,65.0,No,0.19,0.24,0.0,No,No,No,10.0,23.0,46.0,64.0,Yes,No
No,722.0,1442.0,2162.0,25.0,8.0,0.0,266.0,1011.0,No,0.65,0.64,0.0,No,No,No,302.0,1110.0,2483.0,3583.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,4070.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,13.0,No,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,No,0.8,0.77,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,583.0,No,0.57,0.33,0.0,No,No,No,0.0,0.0,1.0,25.0,Yes,No
No,2625.0,5025.0,7425.0,150.0,8.0,0.0,608.0,1286.0,No,0.91,0.82,0.0,No,No,No,511.0,1997.0,3784.0,5476.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,2.0,38.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,252.0,No,0.94,0.91,0.0,No,Yes,No,5.0,15.0,38.0,53.0,Yes,No
No,1.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,No,0.78,0.73,0.0,No,No,No,2.0,2.0,3.0,3.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,8.0,7.0,No,0.69,0.69,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.26,0.29,0.0,No,Yes,No,0.0,0.0,1.0,1.0,Yes,No
No,1145.0,1968.0,2633.0,617.0,8.0,0.0,288.0,765.0,No,0.91,0.98,0.0,No,No,No,321.0,918.0,1731.0,2573.0,Yes,No
No,0.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,No,0.81,0.82,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,No,-99.0,-99.0,0.0,No,No,No,2.0,7.0,8.0,19.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,No,0.23,-99.0,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,330.0,600.0,840.0,115.0,8.0,1.0,57.0,49.0,No,0.66,0.71,0.0,No,No,No,54.0,335.0,589.0,889.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,2.0,82.0,No,0.81,0.74,0.0,No,No,No,7.0,15.0,27.0,34.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,No,0.89,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,No,0.99,0.99,0.0,No,No,No,0.0,1.0,7.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,No,0.36,0.42,0.0,No,No,No,1.0,1.0,3.0,4.0,Yes,No
No,24.0,72.0,96.0,38.0,8.0,0.0,36.0,106.0,No,1.0,1.0,0.0,No,No,No,18.0,57.0,130.0,218.0,Yes,No
Yes,7.0,7.0,7.0,1.0,12.0,0.0,1.0,11.0,No,0.58,0.58,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,49.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,No,1.0,1.0,0.0,No,Yes,No,0.0,0.0,2.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.82,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,No,0.79,0.8,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,No,0.82,0.85,0.0,No,No,No,0.0,2.0,3.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,No,0.78,0.76,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,1.0,1.0,2.0,1.0,9.0,0.0,0.0,1.0,No,0.66,0.68,0.0,No,No,No,0.0,2.0,4.0,4.0,Yes,No
No,0.0,105.0,315.0,105.0,12.0,0.0,91.0,383.0,No,0.99,1.0,0.0,No,No,No,17.0,39.0,41.0,41.0,Yes,No
No,26.0,26.0,39.0,13.0,8.0,0.0,13.0,15.0,No,0.97,0.99,0.0,No,No,No,4.0,18.0,30.0,45.0,Yes,No
No,0.0,1.0,2.0,0.0,12.0,0.0,0.0,2.0,No,0.78,0.78,0.0,No,No,No,1.0,1.0,1.0,4.0,Yes,No
No,74.0,169.0,264.0,80.0,8.0,0.0,56.0,107.0,No,0.99,1.0,0.0,No,No,No,32.0,98.0,174.0,277.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,22.0,No,0.96,0.99,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,120.0,235.0,350.0,25.0,2.0,0.0,42.0,62.0,No,0.89,0.97,0.0,No,No,No,35.0,103.0,217.0,295.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,24.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,50.0,150.0,240.0,0.0,2.0,0.0,28.0,120.0,No,0.49,0.84,0.0,No,No,No,15.0,83.0,264.0,352.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,1.0,21.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,1.0,6.0,No,0.95,0.93,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
No,0.0,50.0,50.0,0.0,8.0,0.0,0.0,30.0,No,0.91,0.83,0.0,No,No,No,3.0,8.0,14.0,20.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,51.0,No,0.99,0.99,0.0,No,Yes,No,0.0,3.0,5.0,7.0,Yes,No
No,0.0,0.0,0.0,1476.0,2.0,0.0,294.0,3001.0,No,0.99,1.0,0.0,No,No,No,302.0,1017.0,2004.0,3086.0,Yes,No
No,0.0,1.0,4.0,0.0,12.0,0.0,0.0,6.0,No,0.69,0.73,0.0,No,Yes,No,0.0,2.0,4.0,8.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,100.0,100.0,1.0,8.0,0.0,40.0,78.0,No,0.63,0.4,0.0,No,No,No,12.0,47.0,87.0,128.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,62.0,No,0.94,0.97,0.0,No,No,No,3.0,4.0,10.0,24.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,17.0,No,0.91,1.0,0.0,No,No,No,0.0,0.0,0.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,No,0.68,0.57,0.0,No,No,No,0.0,1.0,4.0,5.0,Yes,No
No,66.0,150.0,226.0,6.0,8.0,0.0,39.0,75.0,No,0.27,0.35,0.0,No,No,No,22.0,94.0,127.0,188.0,Yes,No
Yes,2.0,2.0,2.0,10.0,8.0,0.0,9.0,41.0,No,0.91,0.8,0.0,No,No,No,8.0,19.0,48.0,80.0,No,No
No,182.0,263.0,290.0,0.0,8.0,0.0,24.0,63.0,No,0.98,0.98,0.0,No,No,No,33.0,117.0,187.0,306.0,Yes,No
No,3.0,4.0,6.0,0.0,8.0,0.0,2.0,1.0,No,0.46,0.5,0.0,No,No,No,3.0,3.0,4.0,8.0,Yes,No
No,660.0,1320.0,2160.0,0.0,8.0,0.0,0.0,698.0,No,0.97,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
